Introducing contestants...
* Player 1, weighing 23 bytes, "zork" ("I'M ALIIIIVE") !
* Player 2, weighing 617 bytes, "helltrain" ("choo-choo, motherf*****s !") !
Process 829 hasn't lived for 7 cycles (CTD -14)
Process 828 hasn't lived for 7 cycles (CTD -14)
Process 827 hasn't lived for 7 cycles (CTD -14)
Process 822 hasn't lived for 27 cycles (CTD -14)
Process 821 hasn't lived for 27 cycles (CTD -14)
Process 820 hasn't lived for 27 cycles (CTD -14)
Process 819 hasn't lived for 27 cycles (CTD -14)
Process 817 hasn't lived for 17 cycles (CTD -14)
Process 816 hasn't lived for 17 cycles (CTD -14)
Process 815 hasn't lived for 17 cycles (CTD -14)
Process 814 hasn't lived for 17 cycles (CTD -14)
Process 813 hasn't lived for 17 cycles (CTD -14)
Process 808 hasn't lived for 7 cycles (CTD -14)
Process 807 hasn't lived for 7 cycles (CTD -14)
Process 806 hasn't lived for 7 cycles (CTD -14)
Process 805 hasn't lived for 7 cycles (CTD -14)
Process 804 hasn't lived for 7 cycles (CTD -14)
Process 802 hasn't lived for 27 cycles (CTD -14)
Process 801 hasn't lived for 27 cycles (CTD -14)
Process 800 hasn't lived for 27 cycles (CTD -14)
Process 799 hasn't lived for 27 cycles (CTD -14)
Process 798 hasn't lived for 27 cycles (CTD -14)
Process 797 hasn't lived for 27 cycles (CTD -14)
Process 792 hasn't lived for 17 cycles (CTD -14)
Process 791 hasn't lived for 17 cycles (CTD -14)
Process 790 hasn't lived for 17 cycles (CTD -14)
Process 789 hasn't lived for 17 cycles (CTD -14)
Process 788 hasn't lived for 17 cycles (CTD -14)
Process 787 hasn't lived for 17 cycles (CTD -14)
Process 785 hasn't lived for 7 cycles (CTD -14)
Process 784 hasn't lived for 7 cycles (CTD -14)
Process 783 hasn't lived for 7 cycles (CTD -14)
Process 782 hasn't lived for 7 cycles (CTD -14)
Process 781 hasn't lived for 7 cycles (CTD -14)
Process 780 hasn't lived for 7 cycles (CTD -14)
Process 779 hasn't lived for 7 cycles (CTD -14)
Process 774 hasn't lived for 27 cycles (CTD -14)
Process 773 hasn't lived for 27 cycles (CTD -14)
Process 772 hasn't lived for 27 cycles (CTD -14)
Process 771 hasn't lived for 27 cycles (CTD -14)
Process 770 hasn't lived for 27 cycles (CTD -14)
Process 769 hasn't lived for 27 cycles (CTD -14)
Process 768 hasn't lived for 27 cycles (CTD -14)
Process 766 hasn't lived for 17 cycles (CTD -14)
Process 765 hasn't lived for 17 cycles (CTD -14)
Process 764 hasn't lived for 17 cycles (CTD -14)
Process 763 hasn't lived for 17 cycles (CTD -14)
Process 762 hasn't lived for 17 cycles (CTD -14)
Process 761 hasn't lived for 17 cycles (CTD -14)
Process 760 hasn't lived for 17 cycles (CTD -14)
Process 759 hasn't lived for 17 cycles (CTD -14)
Process 755 hasn't lived for 1 cycles (CTD -14)
Process 754 hasn't lived for 7 cycles (CTD -14)
Process 753 hasn't lived for 7 cycles (CTD -14)
Process 752 hasn't lived for 7 cycles (CTD -14)
Process 751 hasn't lived for 7 cycles (CTD -14)
Process 750 hasn't lived for 7 cycles (CTD -14)
Process 749 hasn't lived for 7 cycles (CTD -14)
Process 748 hasn't lived for 7 cycles (CTD -14)
Process 747 hasn't lived for 7 cycles (CTD -14)
Process 741 hasn't lived for 27 cycles (CTD -14)
Process 736 hasn't lived for 17 cycles (CTD -14)
Process 734 hasn't lived for 7 cycles (CTD -14)
Process 733 hasn't lived for 7 cycles (CTD -14)
Process 728 hasn't lived for 27 cycles (CTD -14)
Process 727 hasn't lived for 27 cycles (CTD -14)
Process 725 hasn't lived for 17 cycles (CTD -14)
Process 724 hasn't lived for 17 cycles (CTD -14)
Process 723 hasn't lived for 17 cycles (CTD -14)
Process 718 hasn't lived for 7 cycles (CTD -14)
Process 717 hasn't lived for 7 cycles (CTD -14)
Process 716 hasn't lived for 7 cycles (CTD -14)
Process 714 hasn't lived for 27 cycles (CTD -14)
Process 713 hasn't lived for 27 cycles (CTD -14)
Process 712 hasn't lived for 27 cycles (CTD -14)
Process 711 hasn't lived for 27 cycles (CTD -14)
Process 706 hasn't lived for 17 cycles (CTD -14)
Process 705 hasn't lived for 17 cycles (CTD -14)
Process 704 hasn't lived for 17 cycles (CTD -14)
Process 703 hasn't lived for 17 cycles (CTD -14)
Process 701 hasn't lived for 7 cycles (CTD -14)
Process 700 hasn't lived for 7 cycles (CTD -14)
Process 699 hasn't lived for 7 cycles (CTD -14)
Process 698 hasn't lived for 7 cycles (CTD -14)
Process 697 hasn't lived for 7 cycles (CTD -14)
Process 692 hasn't lived for 27 cycles (CTD -14)
Process 691 hasn't lived for 27 cycles (CTD -14)
Process 690 hasn't lived for 27 cycles (CTD -14)
Process 689 hasn't lived for 27 cycles (CTD -14)
Process 688 hasn't lived for 27 cycles (CTD -14)
Process 686 hasn't lived for 17 cycles (CTD -14)
Process 685 hasn't lived for 17 cycles (CTD -14)
Process 684 hasn't lived for 17 cycles (CTD -14)
Process 683 hasn't lived for 17 cycles (CTD -14)
Process 682 hasn't lived for 17 cycles (CTD -14)
Process 681 hasn't lived for 17 cycles (CTD -14)
Process 676 hasn't lived for 7 cycles (CTD -14)
Process 675 hasn't lived for 7 cycles (CTD -14)
Process 674 hasn't lived for 7 cycles (CTD -14)
Process 673 hasn't lived for 7 cycles (CTD -14)
Process 672 hasn't lived for 7 cycles (CTD -14)
Process 671 hasn't lived for 7 cycles (CTD -14)
Process 669 hasn't lived for 27 cycles (CTD -14)
Process 668 hasn't lived for 27 cycles (CTD -14)
Process 667 hasn't lived for 27 cycles (CTD -14)
Process 666 hasn't lived for 27 cycles (CTD -14)
Process 665 hasn't lived for 27 cycles (CTD -14)
Process 664 hasn't lived for 27 cycles (CTD -14)
Process 663 hasn't lived for 27 cycles (CTD -14)
Process 658 hasn't lived for 17 cycles (CTD -14)
Process 657 hasn't lived for 17 cycles (CTD -14)
Process 656 hasn't lived for 17 cycles (CTD -14)
Process 655 hasn't lived for 17 cycles (CTD -14)
Process 654 hasn't lived for 17 cycles (CTD -14)
Process 653 hasn't lived for 17 cycles (CTD -14)
Process 652 hasn't lived for 17 cycles (CTD -14)
Process 650 hasn't lived for 7 cycles (CTD -14)
Process 649 hasn't lived for 7 cycles (CTD -14)
Process 648 hasn't lived for 7 cycles (CTD -14)
Process 647 hasn't lived for 7 cycles (CTD -14)
Process 646 hasn't lived for 7 cycles (CTD -14)
Process 645 hasn't lived for 7 cycles (CTD -14)
Process 644 hasn't lived for 7 cycles (CTD -14)
Process 643 hasn't lived for 7 cycles (CTD -14)
Process 635 hasn't lived for 17 cycles (CTD -14)
Process 630 hasn't lived for 7 cycles (CTD -14)
Process 628 hasn't lived for 27 cycles (CTD -14)
Process 627 hasn't lived for 27 cycles (CTD -14)
Process 622 hasn't lived for 17 cycles (CTD -14)
Process 621 hasn't lived for 17 cycles (CTD -14)
Process 619 hasn't lived for 7 cycles (CTD -14)
Process 618 hasn't lived for 7 cycles (CTD -14)
Process 617 hasn't lived for 7 cycles (CTD -14)
Process 612 hasn't lived for 27 cycles (CTD -14)
Process 611 hasn't lived for 27 cycles (CTD -14)
Process 610 hasn't lived for 27 cycles (CTD -14)
Process 608 hasn't lived for 17 cycles (CTD -14)
Process 607 hasn't lived for 17 cycles (CTD -14)
Process 606 hasn't lived for 17 cycles (CTD -14)
Process 605 hasn't lived for 17 cycles (CTD -14)
Process 600 hasn't lived for 7 cycles (CTD -14)
Process 599 hasn't lived for 7 cycles (CTD -14)
Process 598 hasn't lived for 7 cycles (CTD -14)
Process 597 hasn't lived for 7 cycles (CTD -14)
Process 595 hasn't lived for 27 cycles (CTD -14)
Process 594 hasn't lived for 27 cycles (CTD -14)
Process 593 hasn't lived for 27 cycles (CTD -14)
Process 592 hasn't lived for 27 cycles (CTD -14)
Process 591 hasn't lived for 27 cycles (CTD -14)
Process 586 hasn't lived for 17 cycles (CTD -14)
Process 585 hasn't lived for 17 cycles (CTD -14)
Process 584 hasn't lived for 17 cycles (CTD -14)
Process 583 hasn't lived for 17 cycles (CTD -14)
Process 582 hasn't lived for 17 cycles (CTD -14)
Process 580 hasn't lived for 7 cycles (CTD -14)
Process 579 hasn't lived for 7 cycles (CTD -14)
Process 578 hasn't lived for 7 cycles (CTD -14)
Process 577 hasn't lived for 7 cycles (CTD -14)
Process 576 hasn't lived for 7 cycles (CTD -14)
Process 575 hasn't lived for 7 cycles (CTD -14)
Process 570 hasn't lived for 27 cycles (CTD -14)
Process 569 hasn't lived for 27 cycles (CTD -14)
Process 568 hasn't lived for 27 cycles (CTD -14)
Process 567 hasn't lived for 27 cycles (CTD -14)
Process 566 hasn't lived for 27 cycles (CTD -14)
Process 565 hasn't lived for 27 cycles (CTD -14)
Process 563 hasn't lived for 17 cycles (CTD -14)
Process 562 hasn't lived for 17 cycles (CTD -14)
Process 561 hasn't lived for 17 cycles (CTD -14)
Process 560 hasn't lived for 17 cycles (CTD -14)
Process 559 hasn't lived for 17 cycles (CTD -14)
Process 558 hasn't lived for 17 cycles (CTD -14)
Process 557 hasn't lived for 17 cycles (CTD -14)
Process 552 hasn't lived for 7 cycles (CTD -14)
Process 551 hasn't lived for 7 cycles (CTD -14)
Process 550 hasn't lived for 7 cycles (CTD -14)
Process 549 hasn't lived for 7 cycles (CTD -14)
Process 548 hasn't lived for 7 cycles (CTD -14)
Process 547 hasn't lived for 7 cycles (CTD -14)
Process 546 hasn't lived for 7 cycles (CTD -14)
Process 540 hasn't lived for 7 cycles (CTD -14)
Process 535 hasn't lived for 27 cycles (CTD -14)
Process 533 hasn't lived for 17 cycles (CTD -14)
Process 532 hasn't lived for 17 cycles (CTD -14)
Process 527 hasn't lived for 7 cycles (CTD -14)
Process 526 hasn't lived for 7 cycles (CTD -14)
Process 524 hasn't lived for 27 cycles (CTD -14)
Process 523 hasn't lived for 27 cycles (CTD -14)
Process 522 hasn't lived for 27 cycles (CTD -14)
Process 517 hasn't lived for 17 cycles (CTD -14)
Process 516 hasn't lived for 17 cycles (CTD -14)
Process 515 hasn't lived for 17 cycles (CTD -14)
Process 513 hasn't lived for 7 cycles (CTD -14)
Process 512 hasn't lived for 7 cycles (CTD -14)
Process 511 hasn't lived for 7 cycles (CTD -14)
Process 510 hasn't lived for 7 cycles (CTD -14)
Process 505 hasn't lived for 27 cycles (CTD -14)
Process 504 hasn't lived for 27 cycles (CTD -14)
Process 503 hasn't lived for 27 cycles (CTD -14)
Process 502 hasn't lived for 27 cycles (CTD -14)
Process 500 hasn't lived for 17 cycles (CTD -14)
Process 499 hasn't lived for 17 cycles (CTD -14)
Process 498 hasn't lived for 17 cycles (CTD -14)
Process 497 hasn't lived for 17 cycles (CTD -14)
Process 496 hasn't lived for 17 cycles (CTD -14)
Process 491 hasn't lived for 7 cycles (CTD -14)
Process 490 hasn't lived for 7 cycles (CTD -14)
Process 489 hasn't lived for 7 cycles (CTD -14)
Process 488 hasn't lived for 7 cycles (CTD -14)
Process 487 hasn't lived for 7 cycles (CTD -14)
Process 485 hasn't lived for 27 cycles (CTD -14)
Process 484 hasn't lived for 27 cycles (CTD -14)
Process 483 hasn't lived for 27 cycles (CTD -14)
Process 482 hasn't lived for 27 cycles (CTD -14)
Process 481 hasn't lived for 27 cycles (CTD -14)
Process 480 hasn't lived for 27 cycles (CTD -14)
Process 475 hasn't lived for 17 cycles (CTD -14)
Process 474 hasn't lived for 17 cycles (CTD -14)
Process 473 hasn't lived for 17 cycles (CTD -14)
Process 472 hasn't lived for 17 cycles (CTD -14)
Process 471 hasn't lived for 17 cycles (CTD -14)
Process 470 hasn't lived for 17 cycles (CTD -14)
Process 468 hasn't lived for 7 cycles (CTD -14)
Process 467 hasn't lived for 7 cycles (CTD -14)
Process 466 hasn't lived for 7 cycles (CTD -14)
Process 465 hasn't lived for 7 cycles (CTD -14)
Process 464 hasn't lived for 7 cycles (CTD -14)
Process 463 hasn't lived for 7 cycles (CTD -14)
Process 462 hasn't lived for 7 cycles (CTD -14)
Process 454 hasn't lived for 27 cycles (CTD -14)
Process 449 hasn't lived for 17 cycles (CTD -14)
Process 447 hasn't lived for 7 cycles (CTD -14)
Process 446 hasn't lived for 7 cycles (CTD -14)
Process 441 hasn't lived for 27 cycles (CTD -14)
Process 440 hasn't lived for 27 cycles (CTD -14)
Process 438 hasn't lived for 17 cycles (CTD -14)
Process 437 hasn't lived for 17 cycles (CTD -14)
Process 436 hasn't lived for 17 cycles (CTD -14)
Process 431 hasn't lived for 7 cycles (CTD -14)
Process 430 hasn't lived for 7 cycles (CTD -14)
Process 429 hasn't lived for 7 cycles (CTD -14)
Process 427 hasn't lived for 27 cycles (CTD -14)
Process 426 hasn't lived for 27 cycles (CTD -14)
Process 425 hasn't lived for 27 cycles (CTD -14)
Process 424 hasn't lived for 27 cycles (CTD -14)
Process 419 hasn't lived for 17 cycles (CTD -14)
Process 418 hasn't lived for 17 cycles (CTD -14)
Process 417 hasn't lived for 17 cycles (CTD -14)
Process 416 hasn't lived for 17 cycles (CTD -14)
Process 414 hasn't lived for 7 cycles (CTD -14)
Process 413 hasn't lived for 7 cycles (CTD -14)
Process 412 hasn't lived for 7 cycles (CTD -14)
Process 411 hasn't lived for 7 cycles (CTD -14)
Process 410 hasn't lived for 7 cycles (CTD -14)
Process 405 hasn't lived for 27 cycles (CTD -14)
Process 404 hasn't lived for 27 cycles (CTD -14)
Process 403 hasn't lived for 27 cycles (CTD -14)
Process 402 hasn't lived for 27 cycles (CTD -14)
Process 401 hasn't lived for 27 cycles (CTD -14)
Process 399 hasn't lived for 17 cycles (CTD -14)
Process 398 hasn't lived for 17 cycles (CTD -14)
Process 397 hasn't lived for 17 cycles (CTD -14)
Process 396 hasn't lived for 17 cycles (CTD -14)
Process 395 hasn't lived for 17 cycles (CTD -14)
Process 394 hasn't lived for 17 cycles (CTD -14)
Process 389 hasn't lived for 7 cycles (CTD -14)
Process 388 hasn't lived for 7 cycles (CTD -14)
Process 387 hasn't lived for 7 cycles (CTD -14)
Process 386 hasn't lived for 7 cycles (CTD -14)
Process 385 hasn't lived for 7 cycles (CTD -14)
Process 384 hasn't lived for 7 cycles (CTD -14)
Process 378 hasn't lived for 17 cycles (CTD -14)
Process 373 hasn't lived for 7 cycles (CTD -14)
Process 371 hasn't lived for 27 cycles (CTD -14)
Process 370 hasn't lived for 27 cycles (CTD -14)
Process 365 hasn't lived for 17 cycles (CTD -14)
Process 364 hasn't lived for 17 cycles (CTD -14)
Process 362 hasn't lived for 7 cycles (CTD -14)
Process 361 hasn't lived for 7 cycles (CTD -14)
Process 360 hasn't lived for 7 cycles (CTD -14)
Process 355 hasn't lived for 27 cycles (CTD -14)
Process 354 hasn't lived for 27 cycles (CTD -14)
Process 353 hasn't lived for 27 cycles (CTD -14)
Process 351 hasn't lived for 17 cycles (CTD -14)
Process 350 hasn't lived for 17 cycles (CTD -14)
Process 349 hasn't lived for 17 cycles (CTD -14)
Process 348 hasn't lived for 17 cycles (CTD -14)
Process 343 hasn't lived for 7 cycles (CTD -14)
Process 342 hasn't lived for 7 cycles (CTD -14)
Process 341 hasn't lived for 7 cycles (CTD -14)
Process 340 hasn't lived for 7 cycles (CTD -14)
Process 338 hasn't lived for 27 cycles (CTD -14)
Process 337 hasn't lived for 27 cycles (CTD -14)
Process 336 hasn't lived for 27 cycles (CTD -14)
Process 335 hasn't lived for 27 cycles (CTD -14)
Process 334 hasn't lived for 27 cycles (CTD -14)
Process 329 hasn't lived for 17 cycles (CTD -14)
Process 328 hasn't lived for 17 cycles (CTD -14)
Process 327 hasn't lived for 17 cycles (CTD -14)
Process 326 hasn't lived for 17 cycles (CTD -14)
Process 325 hasn't lived for 17 cycles (CTD -14)
Process 323 hasn't lived for 7 cycles (CTD -14)
Process 322 hasn't lived for 7 cycles (CTD -14)
Process 321 hasn't lived for 7 cycles (CTD -14)
Process 320 hasn't lived for 7 cycles (CTD -14)
Process 319 hasn't lived for 7 cycles (CTD -14)
Process 318 hasn't lived for 7 cycles (CTD -14)
Process 310 hasn't lived for 7 cycles (CTD -14)
Process 305 hasn't lived for 27 cycles (CTD -14)
Process 303 hasn't lived for 17 cycles (CTD -14)
Process 302 hasn't lived for 17 cycles (CTD -14)
Process 297 hasn't lived for 7 cycles (CTD -14)
Process 296 hasn't lived for 7 cycles (CTD -14)
Process 294 hasn't lived for 27 cycles (CTD -14)
Process 293 hasn't lived for 27 cycles (CTD -14)
Process 292 hasn't lived for 27 cycles (CTD -14)
Process 287 hasn't lived for 17 cycles (CTD -14)
Process 286 hasn't lived for 17 cycles (CTD -14)
Process 285 hasn't lived for 17 cycles (CTD -14)
Process 283 hasn't lived for 7 cycles (CTD -14)
Process 282 hasn't lived for 7 cycles (CTD -14)
Process 281 hasn't lived for 7 cycles (CTD -14)
Process 280 hasn't lived for 7 cycles (CTD -14)
Process 275 hasn't lived for 27 cycles (CTD -14)
Process 274 hasn't lived for 27 cycles (CTD -14)
Process 273 hasn't lived for 27 cycles (CTD -14)
Process 272 hasn't lived for 27 cycles (CTD -14)
Process 270 hasn't lived for 17 cycles (CTD -14)
Process 269 hasn't lived for 17 cycles (CTD -14)
Process 268 hasn't lived for 17 cycles (CTD -14)
Process 267 hasn't lived for 17 cycles (CTD -14)
Process 266 hasn't lived for 17 cycles (CTD -14)
Process 261 hasn't lived for 7 cycles (CTD -14)
Process 260 hasn't lived for 7 cycles (CTD -14)
Process 259 hasn't lived for 7 cycles (CTD -14)
Process 258 hasn't lived for 7 cycles (CTD -14)
Process 257 hasn't lived for 7 cycles (CTD -14)
Process 251 hasn't lived for 27 cycles (CTD -14)
Process 246 hasn't lived for 17 cycles (CTD -14)
Process 244 hasn't lived for 7 cycles (CTD -14)
Process 243 hasn't lived for 7 cycles (CTD -14)
Process 238 hasn't lived for 27 cycles (CTD -14)
Process 237 hasn't lived for 27 cycles (CTD -14)
Process 235 hasn't lived for 17 cycles (CTD -14)
Process 234 hasn't lived for 17 cycles (CTD -14)
Process 233 hasn't lived for 17 cycles (CTD -14)
Process 228 hasn't lived for 7 cycles (CTD -14)
Process 227 hasn't lived for 7 cycles (CTD -14)
Process 226 hasn't lived for 7 cycles (CTD -14)
Process 224 hasn't lived for 27 cycles (CTD -14)
Process 223 hasn't lived for 27 cycles (CTD -14)
Process 222 hasn't lived for 27 cycles (CTD -14)
Process 221 hasn't lived for 27 cycles (CTD -14)
Process 216 hasn't lived for 17 cycles (CTD -14)
Process 215 hasn't lived for 17 cycles (CTD -14)
Process 214 hasn't lived for 17 cycles (CTD -14)
Process 213 hasn't lived for 17 cycles (CTD -14)
Process 211 hasn't lived for 7 cycles (CTD -14)
Process 210 hasn't lived for 7 cycles (CTD -14)
Process 209 hasn't lived for 7 cycles (CTD -14)
Process 208 hasn't lived for 7 cycles (CTD -14)
Process 207 hasn't lived for 7 cycles (CTD -14)
Process 199 hasn't lived for 17 cycles (CTD -14)
Process 194 hasn't lived for 7 cycles (CTD -14)
Process 192 hasn't lived for 27 cycles (CTD -14)
Process 191 hasn't lived for 27 cycles (CTD -14)
Process 186 hasn't lived for 17 cycles (CTD -14)
Process 185 hasn't lived for 17 cycles (CTD -14)
Process 183 hasn't lived for 7 cycles (CTD -14)
Process 182 hasn't lived for 7 cycles (CTD -14)
Process 181 hasn't lived for 7 cycles (CTD -14)
Process 176 hasn't lived for 27 cycles (CTD -14)
Process 175 hasn't lived for 27 cycles (CTD -14)
Process 174 hasn't lived for 27 cycles (CTD -14)
Process 172 hasn't lived for 17 cycles (CTD -14)
Process 171 hasn't lived for 17 cycles (CTD -14)
Process 170 hasn't lived for 17 cycles (CTD -14)
Process 169 hasn't lived for 17 cycles (CTD -14)
Process 164 hasn't lived for 7 cycles (CTD -14)
Process 163 hasn't lived for 7 cycles (CTD -14)
Process 162 hasn't lived for 7 cycles (CTD -14)
Process 161 hasn't lived for 7 cycles (CTD -14)
Process 155 hasn't lived for 7 cycles (CTD -14)
Process 150 hasn't lived for 27 cycles (CTD -14)
Process 148 hasn't lived for 17 cycles (CTD -14)
Process 147 hasn't lived for 17 cycles (CTD -14)
Process 142 hasn't lived for 7 cycles (CTD -14)
Process 141 hasn't lived for 7 cycles (CTD -14)
Process 139 hasn't lived for 27 cycles (CTD -14)
Process 138 hasn't lived for 27 cycles (CTD -14)
Process 137 hasn't lived for 27 cycles (CTD -14)
Process 132 hasn't lived for 17 cycles (CTD -14)
Process 131 hasn't lived for 17 cycles (CTD -14)
Process 130 hasn't lived for 17 cycles (CTD -14)
Process 128 hasn't lived for 7 cycles (CTD -14)
Process 127 hasn't lived for 7 cycles (CTD -14)
Process 126 hasn't lived for 7 cycles (CTD -14)
Process 125 hasn't lived for 7 cycles (CTD -14)
Process 117 hasn't lived for 27 cycles (CTD -14)
Process 112 hasn't lived for 17 cycles (CTD -14)
Process 110 hasn't lived for 7 cycles (CTD -14)
Process 109 hasn't lived for 7 cycles (CTD -14)
Process 104 hasn't lived for 27 cycles (CTD -14)
Process 103 hasn't lived for 27 cycles (CTD -14)
Process 101 hasn't lived for 17 cycles (CTD -14)
Process 100 hasn't lived for 17 cycles (CTD -14)
Process 99 hasn't lived for 17 cycles (CTD -14)
Process 94 hasn't lived for 7 cycles (CTD -14)
Process 93 hasn't lived for 7 cycles (CTD -14)
Process 92 hasn't lived for 7 cycles (CTD -14)
Process 86 hasn't lived for 17 cycles (CTD -14)
Process 81 hasn't lived for 7 cycles (CTD -14)
Process 79 hasn't lived for 27 cycles (CTD -14)
Process 78 hasn't lived for 27 cycles (CTD -14)
Process 73 hasn't lived for 17 cycles (CTD -14)
Process 72 hasn't lived for 17 cycles (CTD -14)
Process 70 hasn't lived for 7 cycles (CTD -14)
Process 69 hasn't lived for 7 cycles (CTD -14)
Process 68 hasn't lived for 7 cycles (CTD -14)
Process 60 hasn't lived for 7 cycles (CTD -14)
Process 55 hasn't lived for 27 cycles (CTD -14)
Process 53 hasn't lived for 17 cycles (CTD -14)
Process 52 hasn't lived for 17 cycles (CTD -14)
Process 47 hasn't lived for 7 cycles (CTD -14)
Process 46 hasn't lived for 7 cycles (CTD -14)
Process 40 hasn't lived for 27 cycles (CTD -14)
Process 35 hasn't lived for 17 cycles (CTD -14)
Process 33 hasn't lived for 7 cycles (CTD -14)
Process 32 hasn't lived for 7 cycles (CTD -14)
Process 24 hasn't lived for 17 cycles (CTD -14)
Process 19 hasn't lived for 7 cycles (CTD -14)
Process 13 hasn't lived for 7 cycles (CTD -14)
Contestant 2, "helltrain", has won !
